cde,section,label,description,synonyms
PAV1D,SOIL PHOSPHORUS,P avail layer 1,P available for uptake in soil layer 1 (kg [P]/ha),
PAV2D,SOIL PHOSPHORUS,P avail layer 2,P available for uptake in soil layer 2 (kg [P]/ha),
PAV3D,SOIL PHOSPHORUS,P avail layer 3,P available for uptake in soil layer 3 (kg [P]/ha),
PAV4D,SOIL PHOSPHORUS,P avail layer 4,P available for uptake in soil layer 4 (kg [P]/ha),
PAV5D,SOIL PHOSPHORUS,P avail layer 5,P available for uptake in soil layer 5 (kg [P]/ha),
PAVLD,SOIL PHOSPHORUS,P Avail kg/ha,"P available to plant, soluble in root zone (kg [P]/ha)",
PIAD,SOIL PHOSPHORUS,Tot soil P kg/h,Total soil inorganic P (kg [P]/ha),
PIMC,SOIL PHOSPHORUS,P Immobilized,Cumulative P immobilized (kg[P]/ha),
PIMD,SOIL PHOSPHORUS,P Immobilized,Daily P immobilized (kg[P]/ha/d),
PLABD,SOIL PHOSPHORUS,P Labile kg/ha,Labile soil P (kg [P]/ha),
PMNC,SOIL PHOSPHORUS,P Mineralize,Cumulative P mineralized (kg [P]/ha),
PMND,SOIL PHOSPHORUS,P Mineralize,Cumulative P mineralized (kg[P]/ha/d),
PSOLD,SOIL PHOSPHORUS,P Soluble kg/ha,Soluble P (kg [P]/ha),
PSTAD,SOIL PHOSPHORUS,P Stable kg/ha,Stable soil P (kg [P]/ha),
PUP1D,SOIL PHOSPHORUS,P uptake layr 1,P uptake in soil layer 1 (kg [P]/ha),
PUP2D,SOIL PHOSPHORUS,P uptake layr 2,P uptake in soil layer 2 (kg [P]/ha),
PUP3D,SOIL PHOSPHORUS,P uptake layr 3,P uptake in soil layer 3 (kg [P]/ha),
PUP4D,SOIL PHOSPHORUS,P uptake layr 4,P uptake in soil layer 4 (kg [P]/ha),
PUP5D,SOIL PHOSPHORUS,P uptake layr 5,P uptake in soil layer 5 (kg [P]/ha),
PLAB1,SOIL PHOSPHORUS,P labile 1 ppm,Labile soil P in layer 1 (ppm),
PLAB2,SOIL PHOSPHORUS,P labile 2 ppm,Labile soil P in layer 2 (ppm),
PLAB3,SOIL PHOSPHORUS,P labile 3 ppm,Labile soil P in layer 3 (ppm),
PLAB4,SOIL PHOSPHORUS,P labile 4 ppm,Labile soil P in layer 4 (ppm),
PLAB5,SOIL PHOSPHORUS,P labile 5 ppm,Labile soil P in layer 5 (ppm),
KAPC,SOIL POTASSIUM,K fert kg/ha,Cumulative K fertilizer applied (kg/ha),
KAPD,SOIL POTASSIUM,K fert kg/ha,Daily K fertilizer applied (kg/ha),
KAV1D,SOIL POTASSIUM,K avail layr 1,K available in soil layer 1 (ppm),
KAV2D,SOIL POTASSIUM,K avail layr 2,K available in soil layer 2 (ppm),
KAV3D,SOIL POTASSIUM,K avail layr 3,K available in soil layer 3 (ppm),
KAV4D,SOIL POTASSIUM,K avail layr 4,K available in soil layer 4 (ppm),
KAV5D,SOIL POTASSIUM,K avail layr 5,K available in soil layer 5 (ppm),
KAVLD,SOIL POTASSIUM,K avail kg/ha,Available inorganic K in profile (kg/ha),
KTOTD,SOIL POTASSIUM,K total kg/ha,Total inorganic K in profile  (kg/ha),
KUP1D,SOIL POTASSIUM,K uptake lyr 1,K taken up by plant in soil layer 1 (ppm),
KUP2D,SOIL POTASSIUM,K uptake lyr 2,K taken up by plant in soil layer 2 (ppm),
KUP3D,SOIL POTASSIUM,K uptake lyr 3,K taken up by plant in soil layer 3 (ppm),
KUP4D,SOIL POTASSIUM,K uptake lyr 4,K taken up by plant in soil layer 4 (ppm),
KUP5D,SOIL POTASSIUM,K uptake lyr 5,K taken up by plant in soil layer 5 (ppm),
KUPC,SOIL POTASSIUM,K uptake kg/ha,Cumulative K uptake by plants (kg/ha),
KUPD,SOIL POTASSIUM,K uptake kg/ha,Daily K uptake by plants (kg/ha),
PDMCD,FRESH WEIGHT,DryMatterC frac,Average dry matter concentration product (fraction),
AFPWD,FRESH WEIGHT,FreshWt g/fruit,"Average fresh fruit (pod, ear) weight (g/fruit)",
ADPWD,FRESH WEIGHT,DryWt   g/fruit,"Average dry fruit (pod, ear) weight (g/fruit)",
PAGED,FRESH WEIGHT,Pod age    days,Age of oldest pod or ear (days),
FCULD,FRESH WEIGHT,Fr wt cullkg/ha,Fresh weight for cull fruit/pods (kg/ha),
FSZ1D,FRESH WEIGHT,Fr wt 1   kg/ha,Fresh weight for size class 1 (kg/ha),
FSZ2D,FRESH WEIGHT,Fr wt 2   kg/ha,Fresh weight for size class 2 (kg/ha),
FSZ3D,FRESH WEIGHT,Fr wt 3   kg/ha,Fresh weight for size class 3 (kg/ha),
FSZ4D,FRESH WEIGHT,Fr wt 4   kg/ha,Fresh weight for size class 4 (kg/ha),
FSZ5D,FRESH WEIGHT,Fr wt 5   kg/ha,Fresh weight for size class 5 (kg/ha),
FSZ6D,FRESH WEIGHT,Fr wt 6   kg/ha,Fresh weight for size class 6 (kg/ha),
XMAGE,FRESH WEIGHT,Req. pod age  d,Required pod age for Multi-Harvest (days),
CHNUM,FRESH WEIGHT,Cum. Harvest  #,Cumulative harvest number (#),
TOSHN,FRESH WEIGHT,Tot # sh   #/m2,Total Number of shells (#/m2),
TOWSH,FRESH WEIGHT,Tot sh m. kg/ha,Total Shell mass (kg/ha),
MTDSH,FRESH WEIGHT,Sh m. MtF kg/ha,Shell mass of mature fruits (kg/ha),
HSHEL,FRESH WEIGHT,Har sh Wt kg/ha,Harvested shell weight (kg/ha),
TOPOW,FRESH WEIGHT,Tot pod W kg/ha,Total pod weight (kg/ha),
HPODW,FRESH WEIGHT,Har pod W kg/ha,Harvested pod weight (kg/ha),
CHPDT,FRESH WEIGHT,C.H.podWt kg/ha,Cumulative harvested pod weight of mature fruits (kg/ha,
CPODN,FRESH WEIGHT,C. pod Wt kg/ha,Cumulative pod weight (kg/ha),
TOFPW,FRESH WEIGHT,Fr pod Wt kg/ha,Total pod (ear) fresh weight (kg/ha),
MTFPW,FRESH WEIGHT,Fr Wt Mat kg/ha,Fresh weight of mature fruits (kg/ha),
MTDPW,FRESH WEIGHT,Dry Wt Ma kg/ha,Dry weight of mature fruits (seed and shell) (kg/ha),
HFPOW,FRESH WEIGHT,H.F.pod W kg/ha,Harvested fresh pod weight (kg/ha),
CHFPW,FRESH WEIGHT,C.H. Fr W kg/ha,Cumulative harv. fresh weight of mature fruits (kg/ha),
CMFNM,FRESH WEIGHT,C.M. Fruit #/m2,Cumulative mature fruit number (#/m2),
TOSDN,FRESH WEIGHT,Tot # sd   #/m2,Total Number of seeds (#/m2),
TOWSD,FRESH WEIGHT,Tot sd m. kg/ha,Total Seed mass (kg/ha),
MTDSD,FRESH WEIGHT,Sd m. MtF kg/ha,Seed mass of mature fruits (kg/ha),
HSDWT,FRESH WEIGHT,Har sd Wt kg/ha,Harvested seed weight (kg/ha),
ADPWM,FRESH WEIGHT,DryWt g/fruit,"Avg dry fruit (pod, ear) weight at maturity (g/fruit)",
AFPWM,FRESH WEIGHT,FreshWt g/fruit,"Avg fresh fruit (pod, ear) weight at maturity (g/fruit)",
FHWAD,FRESH WEIGHT,Fresh harvest,Harvest product fresh wt (kg/ha),
FPWAD,FRESH WEIGHT,Tot Fr Wt kg/ha,Total pod (ear) fresh weight (kg/ha),
RTFPW,FRESH WEIGHT,FreshMatWt k/h,Fresh weight of mature fruits (periodic) (kg/ha),
RTDPW,FRESH WEIGHT,DryWtMatur k/h,Dry weight of mature fruits (periodic) (kg/ha),
MFWAD,FRESH WEIGHT,Mrkt Fr Wt k/h,"Market fresh fruit (pod, ear) weight (kg/ha)",
NFWAD,FRESH WEIGHT,# market/ha,"Market fruit (pod, ear) number (fruit/ha)",
PAGEM,FRESH WEIGHT,Pod age d,Age of oldest pod or ear at maturity (days),
PDMCM,FRESH WEIGHT,DryMatter frac,Avg dry matter concentration at maturity (fraction),
PDMCH,FRESH WEIGHT,DryMatter frac,Avg dry matter concentration at harvest (fraction),
SMFMH,FRESH WEIGHT,Stalk fresh mass,Millable cane fresh weight at harvest (t/ha),
AELH,CANEGRO - South Africa,Aerial DM t/ha,Aerial dry biomass at harvest (t/ha),
BADMD,CANEGRO - South Africa,Aerial DM t/ha,Aerial dry biomass (t/ha),
BRDMD,CANEGRO - South Africa,Bioms increase,Biomass increase per day (kg/ha/day),
DL#D,CANEGRO - South Africa,Dead leaf #,Dead leaf number,
LAIGD,CANEGRO - South Africa,Green LAI,Green leaf area index (m2/m2),
LAIGH,CANEGRO - South Africa,Green LAI @ har,Green leaf area index at harvest (m2/m2),
LDDMD,CANEGRO - South Africa,Trash DM  t/ha,"Trash (residue) dry mass (t/ha), exclud. green tops & m",
LDGFD,CANEGRO - South Africa,Lodging,Extent of lodging (0-1),
LGDMD,CANEGRO - South Africa,Green tops DM,Green leaf canopy + meristem dry mass(t/ha)[green tops],
PGRD,CANEGRO - South Africa,Gross photos.,Gross photosynthesis rate (t/ha/day),
RDMD,CANEGRO - South Africa,Root DM t/ha,Root dry mass (t/ha),
RTLD,CANEGRO - South Africa,Total RLV (cm2),Total root length per cm2 (cm/cm2),
SHTD,CANEGRO - South Africa,Stalk height m,Stalk height (m),
SMDMD,CANEGRO - South Africa,Stalk DM t/ha,"Stalk (millable) dry mass, t/ha)",
SMFMD,CANEGRO - South Africa,Stalk fresh mass,Stalk (millable) fresh mass (t/ha),
STKH,CANEGRO - South Africa,Stalk DM t/ha,Stalk (millable) dry mass at harvest (t/ha),
SU%DMD,CANEGRO - South Africa,Sucrose % DM,Sucrose content (%) of dry stalk mass,
SU%FMD,CANEGRO - South Africa,Sucrose % WM,Sucrose content (%) of fresh ('wet') stalk mass,
SUCH,CANEGRO - South Africa,Sucrose DM t/ha,Sucrose dry mass at harvest (t/ha),
SUCMD,CANEGRO - South Africa,Sucrose DM t/ha,Sucrose dry mass (t/ha),
TRSH,CANEGRO - South Africa,Trash DM  t/ha,Trash (residue) dry mass at harvest (t/ha),
TTEBC,CANEGRO - South Africa,HeatUnits Emrg.,Thermal Time (heat units) for emergence base temp.,
TTLEC,CANEGRO - South Africa,HeatUnits Stlk.,Thermal Time (heat units) for stalk population Tbase,
TTSPC,CANEGRO - South Africa,HeatUnits Leaf.,Thermal Time (heat units) for leaf extension Tbase,
LGNAD,CANEGRO - South Africa,Green Leaf N,Green leaf canopy + meristem N mass (kg/ha),
LDNAD,CANEGRO - South Africa,Senesced Leaf N,Senesced leaf N mass (kg/ha),
LGN%D,CANEGRO - South Africa,Green Leaf N%,Green leaf canopy + meristem N concentration (%),
LDN%D,CANEGRO - South Africa,Senesced Leaf N%,Senesced leaf N concentration (%),
BD1,Dynamic soil properties,Bulk Dens Lyr 1,Bulk density in soil layer 1 (g/cm3),
BD2,Dynamic soil properties,Bulk Dens Lyr 2,Bulk density in soil layer 2 (g/cm3),
BD3,Dynamic soil properties,Bulk Dens Lyr 3,Bulk density in soil layer 3 (g/cm3),
BD4,Dynamic soil properties,Bulk Dens Lyr 4,Bulk density in soil layer 4 (g/cm3),
ROCN,Dynamic soil properties,Curve Number,SCS Surface runoff curve number,
CRAIN,Dynamic soil properties,Cum. Rain Till,Cum. rainfall & irrigation since last tillage event (mm,
DLAYR1,Dynamic soil properties,Thickness Lyr 1,Thickness of soil layer 1 (cm),
DLAYR2,Dynamic soil properties,Thickness Lyr 2,Thickness of soil layer 2 (cm),
DLAYR3,Dynamic soil properties,Thickness Lyr 3,Thickness of soil layer 3 (cm),
DLAYR4,Dynamic soil properties,Thickness Lyr 4,Thickness of soil layer 4 (cm),
DUL1,Dynamic soil properties,Drained UL Lyr1,"Water content at drained upper limit, layer 1 (mm3/mm3)",
DUL2,Dynamic soil properties,Drained UL Lyr2,"Water content at drained upper limit, layer 2 (mm3/mm3)",
DUL3,Dynamic soil properties,Drained UL Lyr3,"Water content at drained upper limit, layer 3 (mm3/mm3)",
DUL4,Dynamic soil properties,Drained UL Lyr4,"Water content at drained upper limit, layer 4 (mm3/mm3)",
KECHGE1,Dynamic soil properties,Kin Energy Lyr1,Kinetic energy since last tillage to layer 1 (J/cm2),
KECHGE2,Dynamic soil properties,Kin Energy Lyr2,Kinetic energy since last tillage to layer 2 (J/cm2),
KECHGE3,Dynamic soil properties,Kin Energy Lyr3,Kinetic energy since last tillage to layer 3 (J/cm2),
KECHGE4,Dynamic soil properties,Kin Energy Lyr4,Kinetic energy since last tillage to layer 4 (J/cm2),
LL1,Dynamic soil properties,Lower Lim Lyr 1,"Water content at lower limit, layer 1 (mm3/mm3)",
LL2,Dynamic soil properties,Lower Lim Lyr 2,"Water content at lower limit, layer 2 (mm3/mm3)",
LL3,Dynamic soil properties,Lower Lim Lyr 3,"Water content at lower limit, layer 3 (mm3/mm3)",
LL4,Dynamic soil properties,Lower Lim Lyr 4,"Water content at lower limit, layer 4 (mm3/mm3)",
SAT1,Dynamic soil properties,Saturation Lyr1,"Saturated water content, layer 1 (mm3/mm3)",
SAT2,Dynamic soil properties,Saturation Lyr2,"Saturated water content, layer 2 (mm3/mm3)",
SAT3,Dynamic soil properties,Saturation Lyr3,"Saturated water content, layer 3 (mm3/mm3)",
SAT4,Dynamic soil properties,Saturation Lyr4,"Saturated water content, layer 4 (mm3/mm3)",
SOLCOV,Dynamic soil properties,Soil cover frac,Soil cover due to canopy and mulch (fraction),
SUMKE,Dynamic soil properties,Sum Kin Energy,Kinetic energy to soil since last tillage (J/cm2),
SWCN1,Dynamic soil properties,Ksat Lyr 1,Saturated hydraulic conductivity in layer 1 (cm/hr),
SWCN2,Dynamic soil properties,Ksat Lyr 2,Saturated hydraulic conductivity in layer 2 (cm/hr),
SWCN3,Dynamic soil properties,Ksat Lyr 3,Saturated hydraulic conductivity in layer 3 (cm/hr),
SWCN4,Dynamic soil properties,Ksat Lyr 4,Saturated hydraulic conductivity in layer 4 (cm/hr),
TOTAW,Dynamic soil properties,Avail wat mm,Available water capacity (mm),
LNUM,Leaves,Leaf #,Number of leaf on one axis,
AREAP,Leaves,Potential area,Potential area of leaf on main axis (cm2),
AREA1,Leaves,Area youngest,Area of youngest mature leaf on main axis (cm2),
AREAT,Leaves,Area cohort,Area of cohort of leaves at leaf position (cm2),
AREAS,Leaves,Area senesced,Senesced area of lf cohort at leaf position (cm2),
T#PL,Leaves,Tiller# at leaf,Tiller number/plant at leaf position,
T#AL,Leaves,Tiller# at leaf,Tiller number/area(m2) at leaf position,
WFLF,Leaves,Water stress lf,"Water stress factor for leaf (0-1,1=0 stress)",
WFLFP,Leaves,Water stress ph,"Water stress factor for photosynthesis (0-1,1=0 stress)",
NFLF,Leaves,N stress leaf,"N stress factor for leaf (0-1,1=0 stress)",
NFLFP,Leaves,N stress phs,"N stress factor for photosynthesis (0-1,1=0 stress)",
AFLF,Leaves,Assimilate fac,"Assimilate factor for leaf (0-1,1=0 no limitation)",
TFLF,Leaves,Temperature fac,"Temperature factor for leaf (0-1,1=0 no limitation)",
DAYSG,Leaves,Days growth lf,Number of days of growth,
MOW,MOW & GRAZING,Residue biomass,Residual biomass after mowing (kg/ha),
MVS,MOW & GRAZING,Residual V stg,Residual vegetative stage after mowing (node #),
RSHT,MOW & GRAZING,Residual hght,Residule height after mowing (cm) [not used],
RSPLF,MOW & GRAZING,Residual leaf,Residual leaf after mowing (%),
FHC%H,FORAGES,Harv For %CH2O,Harvested forage carbohydrate conc. at harvest (% CH2O),
FHLGH,FORAGES,Harv For %Lig,Harvested forage lignin conc. at forage harv. (% lignin,
FHL%H,FORAGES,Harv For %Lf,Harvested forage leaf percentage at forage harv. (% lea,
FHN%H,FORAGES,Harv For %N,Harvested forage nitrogen conc. at forage harvest (% N),
FHNAH,FORAGES,Harv For N wt,Harvested forage N weight at forage harvest (kg N/ha),
FHNO,FORAGES,For harvest #,Count of forage harvests within current run (#),
FHWAH,FORAGES,Harv. For. Wt.,Harvested forage wt. (leaf+stem) @ forage harv. (kg/ha),
MOWC,FORAGES,Tops left kg/ha,Top weight left after mowing (kg/ha),
RCWAH,FORAGES,Resid. Can. Wt.,Residual canopy weight after forage harvest (kg/ha),
RLAIH,FORAGES,Resid. LAI,Residual leaf area index after forage harvest,
RLWAH,FORAGES,Resid. Leaf Wt.,Residual leaf weight after forage harvest (kg/ha),
RSPLC,FORAGES,Stubble leaf %,Stubble leaf percentage (%),
RSWAH,FORAGES,Resid. Stem Wt.,Residual stem weight after forage harvest (kg/ha),
RSRWH,FORAGES,Resid. Stor.Wt.,Residual storage organ weight after forage harv. (kg/ha,
RRTWH,FORAGES,Resid. Root Wt.,Residual root weight after forage harvest (kg/ha),
RLAIH,FORAGES,Resid. LAI,Residual leaf area index after forage harvest,
